YYYYMMDD	hhmm	b01_avg	b01_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv01_avg	b02_avg	b02_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv02_avg	b03_avg	b03_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv03_avg	b04_avg	b04_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv04_avg	b05_avg	b05_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv05_avg	b06_avg	b06_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv06_avg	b07_avg	b07_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv07_avg	b08_avg	b08_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv08_avg	b09_avg	b09_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv09_avg	b10_avg	b10_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv10_avg	b11_avg	b11_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv11_avg	b12_avg	b12_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv12_avg	b13_avg	b13_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv13_avg	b14_avg	b14_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv14_avg	b15_avg	b15_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv15_avg	b16_avg	b16_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv16_avg	b17_avg	b17_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv17_avg	b18_avg	b18_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv18_avg	b19_avg	b19_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv19_avg	b20_avg	b20_std	ref1_avg	ref1_std	ref2_avg	ref2_std	k0	k1	k2	sv20_avg	Sensor_Azi_avg	Sensor_Zen_avg	Solar_Azi_avg	Solar_Zen_avg
20131127	0929	696.77000	35.73426	19.95888	1.54863	19.95888	1.54863	-6.75600	0.02860	0.00000	237.48981	804.80000	37.68501	26.07184	1.62746	26.07184	1.62746	-5.73100	0.02850	0.00000	202.39503	1236.37000	49.15702	45.30646	2.14524	45.30646	2.14524	-5.70800	0.02880	0.00000	197.50291	1408.20000	57.69558	53.30510	2.47415	53.30510	2.47415	-4.67400	0.02830	0.00000	166.99496	9047.54000	572.47881	9047.54000	572.47881	9047.54000	572.47881	0.00000	0.00000	0.00000	171.72908	2038.56000	50.69740	51.21143	1.45653	51.21142	1.45653	-4.85473	0.01896	0.00000	184.42006	1721.13000	57.56139	41.56087	1.61449	41.56087	1.61449	-4.43052	0.01851	0.00000	148.48076	989.20000	60.07129	20.04552	1.50192	20.04552	1.50192	-3.09300	0.01650	0.00000	190.41533	757.03000	47.39229	18.95605	1.47935	18.95605	1.47935	-3.08500	0.02060	0.00000	151.24034	815.91000	44.87585	19.98607	1.53680	19.98607	1.53680	-5.25000	0.02260	0.00000	230.28244	836.14000	46.27289	21.91021	1.59166	21.91021	1.59166	-4.52100	0.02270	0.00000	199.22858	1021.83000	49.20042	28.06447	1.66253	28.06447	1.66253	-4.26600	0.02230	0.00000	192.74275	1519.52000	59.44333	43.52712	2.02667	43.52712	2.02667	-5.46400	0.02250	0.00000	245.03674	1433.66000	60.34786	45.75679	2.13981	45.75679	2.13981	-3.35100	0.02340	0.00000	142.28468	1573.17000	63.05078	46.63717	2.15921	46.63717	2.15921	-4.77600	0.02260	0.00000	212.14627	1701.45000	71.37035	53.61940	2.42249	53.61940	2.42249	-2.72700	0.02240	0.00000	120.29433	1375.64000	58.51094	43.15832	2.26086	43.15832	2.26086	-6.59700	0.02550	0.00000	254.58728	586.53000	34.14922	22.72567	1.69210	22.72566	1.69210	-4.18200	0.03270	0.00000	130.24077	1318.38000	57.38289	41.91583	2.20858	41.91583	2.20858	-5.82500	0.02540	0.00000	226.08755	1551.44000	56.54986	50.07765	2.15081	50.07765	2.15081	-5.89300	0.02510	0.00000	233.45712	10064.01000	980.80000	15401.75000	5001.52000
20131202	0936	595.99000	6.44127	15.64424	0.28009	15.64424	0.28009	-6.75600	0.02860	0.00000	238.25461	723.49000	8.13326	22.63695	0.35243	22.63695	0.35243	-5.73100	0.02850	0.00000	238.11125	1156.10000	7.80064	41.94528	0.34158	41.94528	0.34158	-5.70800	0.02880	0.00000	238.22664	1329.48000	8.46343	50.09878	0.36417	50.09878	0.36417	-4.67400	0.02830	0.00000	238.20872	10319.95000	29.96210	10319.95000	29.96210	10319.95000	29.96210	0.00000	0.00000	0.00000	238.30327	2104.02000	10.67800	53.27224	0.30782	53.27223	0.30782	-4.85473	0.01896	0.00000	238.28712	1922.89000	16.03365	47.38007	0.45124	47.38007	0.45124	-4.43052	0.01851	0.00000	238.18280	799.20000	9.11921	15.34697	0.22878	15.34697	0.22878	-3.09300	0.01650	0.00000	202.85930	613.23000	7.30323	14.51641	0.22874	14.51641	0.22874	-3.08500	0.02060	0.00000	202.55211	693.49000	8.97607	15.84731	0.30843	15.84731	0.30843	-5.25000	0.02260	0.00000	202.69383	719.85000	9.82484	17.97093	0.33909	17.97093	0.33909	-4.52100	0.02270	0.00000	203.02287	924.07000	10.26085	24.84507	0.34790	24.84507	0.34790	-4.26600	0.02230	0.00000	203.10295	1426.23000	8.87565	40.48338	0.30363	40.48338	0.30363	-5.46400	0.02250	0.00000	203.19652	1342.27000	8.12755	42.66055	0.28916	42.66055	0.28916	-3.35100	0.02340	0.00000	203.36020	1471.37000	7.67809	43.29738	0.26383	43.29738	0.26383	-4.77600	0.02260	0.00000	203.28767	1589.28000	9.55519	49.98108	0.32543	49.98107	0.32543	-2.72700	0.02240	0.00000	203.15480	1357.91000	7.84104	42.61735	0.30401	42.61735	0.30401	-6.59700	0.02550	0.00000	202.78081	624.39000	4.67310	24.68511	0.23234	24.68511	0.23234	-4.18200	0.03270	0.00000	197.03821	1304.11000	7.85480	41.50696	0.30335	41.50696	0.30335	-5.82500	0.02540	0.00000	197.03929	1469.81000	9.65681	47.13233	0.36853	47.13233	0.36853	-5.89300	0.02510	0.00000	197.12575	-8414.40000	351.83000	15589.70000	5025.78000
20131203	0918	639.44000	6.12425	18.33767	0.27852	18.33767	0.27852	-6.75600	0.02860	0.00000	145.86232	741.64000	7.14496	24.49756	0.32381	24.49756	0.32381	-5.73100	0.02850	0.00000	190.52252	1148.67000	6.03996	43.52850	0.27661	43.52850	0.27661	-5.70800	0.02880	0.00000	151.35167	1300.11000	6.11865	51.07446	0.27535	51.07446	0.27535	-4.67400	0.02830	0.00000	230.84138	10383.72000	38.72237	10383.72000	38.72237	10383.72000	38.72237	0.00000	0.00000	0.00000	199.37909	2053.96000	10.03087	54.20586	0.30242	54.20586	0.30242	-4.85473	0.01896	0.00000	192.85707	1841.58000	15.91300	47.15951	0.46838	47.15951	0.46838	-4.43052	0.01851	0.00000	244.79901	911.70000	8.45636	19.00247	0.22187	19.00247	0.22187	-3.09300	0.01650	0.00000	141.89580	687.32000	6.78952	17.60908	0.22241	17.60908	0.22241	-3.08500	0.02060	0.00000	211.76265	740.38000	8.07438	18.25913	0.29017	18.25913	0.29017	-5.25000	0.02260	0.00000	120.13748	757.36000	8.87527	20.14900	0.32037	20.14901	0.32037	-4.52100	0.02270	0.00000	254.41248	940.29000	8.73532	26.55956	0.30976	26.55956	0.30976	-4.26600	0.02230	0.00000	130.33961	1410.60000	7.15542	41.78060	0.25601	41.78060	0.25601	-5.46400	0.02250	0.00000	226.00874	1321.64000	6.16201	43.84920	0.22929	43.84920	0.22929	-3.35100	0.02340	0.00000	233.15889	1444.96000	6.78663	44.33375	0.24390	44.33376	0.24390	-4.77600	0.02260	0.00000	0.00000	1563.48000	8.11108	51.35407	0.28891	51.35407	0.28891	-2.72700	0.02240	0.00000	235.92590	1268.69000	5.13945	40.95387	0.20840	40.95387	0.20840	-6.59700	0.02550	0.00000	201.65236	512.54000	5.73484	20.00110	0.29820	20.00110	0.29820	-4.18200	0.03270	0.00000	197.63406	1212.72000	5.25182	39.71910	0.21212	39.71910	0.21212	-5.82500	0.02540	0.00000	176.22920	1438.06000	8.40574	48.02643	0.33550	48.02643	0.33550	-5.89300	0.02510	0.00000	1808.35059	9849.11000	3045.25000	15089.19000	5233.01000
20131208	0925	620.76000	6.56067	17.46559	0.29798	17.46559	0.29798	-6.75600	0.02860	0.00000	237.91093	729.19000	7.95700	23.90248	0.36014	23.90248	0.36014	-5.73100	0.02850	0.00000	202.64343	1127.57000	7.10810	42.50732	0.32511	42.50732	0.32511	-5.70800	0.02880	0.00000	197.25186	1275.49000	7.28354	49.90211	0.32735	49.90211	0.32735	-4.67400	0.02830	0.00000	166.84424	9634.62000	21.99444	9634.62000	21.99444	9634.62000	21.99444	0.00000	0.00000	0.00000	169.41499	2006.90000	8.63539	52.71898	0.26002	52.71898	0.26002	-4.85473	0.01896	0.00000	184.49211	1798.79000	11.31043	45.84087	0.33248	45.84087	0.33248	-4.43052	0.01851	0.00000	148.20059	857.96000	8.98768	17.56978	0.23551	17.56978	0.23551	-3.09300	0.01650	0.00000	190.58270	654.36000	7.37905	16.50809	0.24141	16.50809	0.24141	-3.08500	0.02060	0.00000	151.38385	720.47000	8.65616	17.52099	0.31068	17.52100	0.31068	-5.25000	0.02260	0.00000	230.84793	740.01000	9.67109	19.49756	0.34864	19.49756	0.34864	-4.52100	0.02270	0.00000	199.49049	924.68000	10.25269	25.97249	0.36310	25.97249	0.36310	-4.26600	0.02230	0.00000	192.82184	1387.02000	8.07710	40.88417	0.28861	40.88417	0.28861	-5.46400	0.02250	0.00000	244.90442	1296.36000	6.88552	42.85322	0.25588	42.85322	0.25588	-3.35100	0.02340	0.00000	142.11449	1416.75000	6.60057	43.26411	0.23690	43.26411	0.23690	-4.77600	0.02260	0.00000	212.01352	1526.43000	8.09476	49.96987	0.28796	49.96986	0.28796	-2.72700	0.02240	0.00000	120.29359	1259.11000	6.04797	40.51312	0.24492	40.51312	0.24492	-6.59700	0.02550	0.00000	254.40141	524.59000	4.52348	20.60108	0.23491	20.60108	0.23491	-4.18200	0.03270	0.00000	130.11816	1205.71000	6.04201	39.38513	0.24372	39.38513	0.24372	-5.82500	0.02540	0.00000	225.87170	1403.31000	12.88309	46.57933	0.51354	46.57933	0.51354	-5.89300	0.02510	0.00000	232.95729	9936.71000	1901.02000	15251.60000	5233.63000
20131213	0932	577.91000	5.00818	15.46303	0.22665	15.46303	0.22665	-6.75600	0.02860	0.00000	169.06334	678.35000	6.63231	21.52302	0.29910	21.52302	0.29910	-5.73100	0.02850	0.00000	183.24036	1053.02000	8.04733	38.95572	0.36673	38.95572	0.36673	-5.70800	0.02880	0.00000	146.66769	1201.91000	9.46900	46.42609	0.42403	46.42609	0.42403	-4.67400	0.02830	0.00000	190.63184	8633.06000	17.78529	8633.06000	17.78529	8633.06000	17.78529	0.00000	0.00000	0.00000	151.46899	1773.29000	18.61628	45.51908	0.55851	45.51908	0.55851	-4.85473	0.01896	0.00000	230.95073	1530.85000	27.02642	37.82677	0.79158	37.82677	0.79158	-4.43052	0.01851	0.00000	199.57744	784.13000	7.74294	15.57842	0.20216	15.57842	0.20216	-3.09300	0.01650	0.00000	192.97533	597.09000	5.51742	14.58140	0.17985	14.58140	0.17985	-3.08500	0.02060	0.00000	245.20184	665.96000	6.53440	15.50808	0.23368	15.50808	0.23368	-5.25000	0.02260	0.00000	142.35818	680.76000	7.37851	17.29860	0.26503	17.29860	0.26503	-4.52100	0.02270	0.00000	212.13907	857.29000	8.38128	23.50030	0.29574	23.50030	0.29574	-4.26600	0.02230	0.00000	120.32956	1302.80000	9.06642	37.73735	0.32279	37.73735	0.32279	-5.46400	0.02250	0.00000	254.65031	1212.80000	8.85664	39.60376	0.32793	39.60376	0.32793	-3.35100	0.02340	0.00000	130.97670	1321.72000	9.30492	39.70875	0.33275	39.70875	0.33275	-4.77600	0.02260	0.00000	226.33684	1416.96000	11.05343	45.90843	0.39178	45.90843	0.39178	-2.72700	0.02240	0.00000	233.19321	1275.39000	8.89595	41.02300	0.35895	41.02300	0.35895	-6.59700	0.02550	0.00000	0.00000	646.22000	4.57948	26.81979	0.23695	26.81979	0.23695	-4.18200	0.03270	0.00000	0.00000	1219.16000	8.73581	39.78279	0.35111	39.78279	0.35111	-5.82500	0.02540	0.00000	0.00000	1319.04000	10.59992	43.06337	0.42100	43.06337	0.42100	-5.89300	0.02510	0.00000	10370426591402467608527634432.00000	10157.19000	620.73000	15397.93000	5222.87000
20131218	0939	589.29000	5.99215	15.87665	0.26945	15.87664	0.26945	-6.75600	0.02860	0.00000	150.60550	706.23000	7.58005	22.63576	0.33967	22.63576	0.33967	-5.73100	0.02850	0.00000	230.12453	1099.50000	7.48265	40.81324	0.33883	40.81324	0.33883	-5.70800	0.02880	0.00000	198.68825	1247.06000	8.12012	48.14049	0.36131	48.14049	0.36131	-4.67400	0.02830	0.00000	191.71831	9030.00000	23.61440	9030.00000	23.61440	9030.00000	23.61440	0.00000	0.00000	0.00000	243.90207	1948.02000	9.78466	50.43909	0.29169	50.43908	0.29169	-4.85473	0.01896	0.00000	141.09335	1744.57000	15.02415	43.80670	0.43725	43.80670	0.43725	-4.43052	0.01851	0.00000	210.85374	787.39000	8.41296	15.56414	0.21826	15.56414	0.21826	-3.09300	0.01650	0.00000	119.06181	605.37000	7.03371	14.75705	0.22782	14.75705	0.22782	-3.08500	0.02060	0.00000	253.67378	683.86000	8.17193	16.04573	0.29038	16.04573	0.29038	-5.25000	0.02260	0.00000	130.01892	706.07000	8.96466	18.09217	0.31996	18.09217	0.31996	-4.52100	0.02270	0.00000	225.36975	896.93000	9.54909	24.74105	0.33481	24.74105	0.33481	-4.26600	0.02230	0.00000	232.16972	1354.87000	8.59960	39.33995	0.30423	39.33995	0.30423	-5.46400	0.02250	0.00000	0.00000	1263.82000	7.53973	41.22957	0.27740	41.22957	0.27740	-3.35100	0.02340	0.00000	235.06865	1381.42000	8.00397	41.57815	0.28441	41.57815	0.28441	-4.77600	0.02260	0.00000	200.84460	1484.88000	9.61902	48.00922	0.33878	48.00922	0.33878	-2.72700	0.02240	0.00000	196.92476	1260.45000	7.45704	40.16368	0.29898	40.16368	0.29898	-6.59700	0.02550	0.00000	174.47935	560.59000	4.42288	22.24699	0.22740	22.24699	0.22740	-4.18200	0.03270	0.00000	1805.05530	1209.79000	6.84879	39.15613	0.27352	39.15613	0.27352	-5.82500	0.02540	0.00000	229.41939	1375.29000	9.31267	45.01000	0.36752	45.01000	0.36752	-5.89300	0.02510	0.00000	188.50002	-8184.67000	710.28000	15530.80000	5198.83000
20131219	0920	1210.58000	59.40441	45.89794	2.79830	45.89794	2.79830	-6.75600	0.02860	0.00000	237.56964	1128.71000	49.61840	43.54371	2.32915	43.54371	2.32915	-5.73100	0.02850	0.00000	201.96965	1294.28000	41.19371	51.99318	1.95404	51.99318	1.95404	-5.70800	0.02880	0.00000	195.86186	1330.72000	37.18308	54.32890	1.73317	54.32890	1.73317	-4.67400	0.02830	0.00000	165.65811	3901.20000	218.83341	3901.20000	218.83341	3901.20000	218.83341	0.00000	0.00000	0.00000	169.20126	762.13000	18.37915	15.80396	0.57395	15.80396	0.57395	-4.85473	0.01896	0.00000	178.69641	448.85000	14.80363	6.38679	0.45132	6.38679	0.45132	-4.43052	0.01851	0.00000	142.94830	1944.78000	99.87999	47.75794	2.71439	47.75794	2.71439	-3.09300	0.01650	0.00000	190.52338	1490.92000	81.05069	45.50490	2.75000	45.50490	2.75000	-3.08500	0.02060	0.00000	151.24390	1430.38000	72.94721	44.59677	2.71535	44.59677	2.71535	-5.25000	0.02260	0.00000	230.50580	1377.70000	69.19762	44.06345	2.58718	44.06345	2.58718	-4.52100	0.02270	0.00000	199.04218	1359.21000	57.92811	42.89666	2.12767	42.89666	2.12767	-4.26600	0.02230	0.00000	191.95453	1591.53000	50.35443	49.98074	1.86608	49.98074	1.86608	-5.46400	0.02250	0.00000	243.41461	1469.99000	48.61059	51.13589	1.87351	51.13589	1.87351	-3.35100	0.02340	0.00000	140.41606	1580.49000	49.59829	50.96510	1.84622	50.96510	1.84622	-4.77600	0.02260	0.00000	210.60078	1585.07000	47.20111	53.98827	1.74144	53.98827	1.74144	-2.72700	0.02240	0.00000	118.96501	1459.21000	49.45307	50.42121	2.07703	50.42121	2.07703	-6.59700	0.02550	0.00000	253.47496	956.82000	53.44668	44.64523	2.87858	44.64523	2.87858	-4.18200	0.03270	0.00000	129.67381	1357.90000	42.94822	47.21406	1.79675	47.21406	1.79675	-5.82500	0.02540	0.00000	225.22183	1412.31000	34.25163	48.68048	1.41600	48.68048	1.41600	-5.89300	0.02510	0.00000	231.86348	9867.04000	2753.10000	15040.72000	5400.08000
20131221	0000	0.00000	0.00000	-6.53849	0.00000	-6.53849	0.00000	-6.75600	0.02860	0.00000	0.00000	0.00000	0.00000	-5.54649	0.00000	-5.54649	0.00000	-5.73100	0.02850	0.00000	0.00000	0.00000	0.00000	-5.52423	0.00000	-5.52423	0.00000	-5.70800	0.02880	0.00000	0.00000	0.00000	0.00000	-4.52352	0.00000	-4.52352	0.00000	-4.67400	0.02830	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-4.69843	0.00000	-4.69843	0.00000	-4.85473	0.01896	0.00000	0.00000	0.00000	0.00000	-4.28788	0.00000	-4.28788	0.00000	-4.43052	0.01851	0.00000	0.00000	0.00000	0.00000	-2.99342	0.00000	-2.99342	0.00000	-3.09300	0.01650	0.00000	0.00000	0.00000	0.00000	-2.98568	0.00000	-2.98568	0.00000	-3.08500	0.02060	0.00000	0.00000	0.00000	0.00000	-5.08098	0.00000	-5.08098	0.00000	-5.25000	0.02260	0.00000	0.00000	0.00000	0.00000	-4.37545	0.00000	-4.37545	0.00000	-4.52100	0.02270	0.00000	0.00000	0.00000	0.00000	-4.12866	0.00000	-4.12866	0.00000	-4.26600	0.02230	0.00000	0.00000	0.00000	0.00000	-5.28809	0.00000	-5.28809	0.00000	-5.46400	0.02250	0.00000	0.00000	0.00000	0.00000	-3.24311	0.00000	-3.24311	0.00000	-3.35100	0.02340	0.00000	0.00000	0.00000	0.00000	-4.62224	0.00000	-4.62224	0.00000	-4.77600	0.02260	0.00000	0.00000	0.00000	0.00000	-2.63920	0.00000	-2.63920	0.00000	-2.72700	0.02240	0.00000	0.00000	0.00000	0.00000	-6.38461	0.00000	-6.38461	0.00000	-6.59700	0.02550	0.00000	0.00000	0.00000	0.00000	-4.04736	0.00000	-4.04736	0.00000	-4.18200	0.03270	0.00000	0.00000	0.00000	0.00000	-5.63746	0.00000	-5.63746	0.00000	-5.82500	0.02540	0.00000	0.00000	0.00000	0.00000	-5.70327	0.00000	-5.70327	0.00000	-5.89300	0.02510	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
20131224	0927	598.15000	6.52284	16.83413	0.30339	16.83413	0.30339	-6.75600	0.02860	0.00000	169.40448	702.65000	7.74258	23.24740	0.35887	23.24740	0.35887	-5.73100	0.02850	0.00000	185.15822	1093.14000	6.88770	41.91734	0.32261	41.91734	0.32261	-5.70800	0.02880	0.00000	148.97778	1248.65000	7.40321	49.86736	0.34073	49.86736	0.34073	-4.67400	0.02830	0.00000	190.12373	9122.79000	30.57231	9122.79000	30.57231	9122.79000	30.57231	0.00000	0.00000	0.00000	150.84210	1965.92000	11.59024	52.72369	0.35738	52.72368	0.35738	-4.85473	0.01896	0.00000	230.38232	1803.29000	12.98021	47.07918	0.39074	47.07918	0.39074	-4.43052	0.01851	0.00000	199.02071	820.55000	8.67453	16.98861	0.23277	16.98861	0.23277	-3.09300	0.01650	0.00000	192.38446	625.34000	7.25289	15.93301	0.24299	15.93301	0.24299	-3.08500	0.02060	0.00000	244.43478	690.99000	8.59476	16.85899	0.31590	16.85899	0.31590	-5.25000	0.02260	0.00000	141.49318	707.86000	9.42446	18.77974	0.34793	18.77975	0.34793	-4.52100	0.02270	0.00000	211.39940	890.38000	9.57369	25.35339	0.34721	25.35339	0.34721	-4.26600	0.02230	0.00000	119.60960	1352.60000	8.09444	40.60827	0.29619	40.60827	0.29619	-5.46400	0.02250	0.00000	253.90369	1261.10000	7.22288	42.54235	0.27487	42.54235	0.27487	-3.35100	0.02340	0.00000	130.08105	1370.02000	7.02137	42.58742	0.25807	42.58742	0.25807	-4.77600	0.02260	0.00000	225.61017	1478.32000	8.90155	49.41943	0.32428	49.41943	0.32428	-2.72700	0.02240	0.00000	232.47247	1317.26000	6.82293	43.89933	0.28295	43.89933	0.28295	-6.59700	0.02550	0.00000	235.23611	656.90000	4.24617	28.13302	0.22581	28.13302	0.22581	-4.18200	0.03270	0.00000	200.75546	1263.75000	6.56563	42.73020	0.27122	42.73020	0.27122	-5.82500	0.02540	0.00000	196.79709	1374.19000	11.26738	46.51125	0.45994	46.51126	0.45994	-5.89300	0.02510	0.00000	174.69176	9975.19000	1570.33000	15152.56000	5349.71000
20131225	0908	662.32000	6.04960	20.92733	0.29712	20.92733	0.29712	-6.75600	0.02860	0.00000	189.51680	739.75000	7.47044	26.36341	0.36562	26.36341	0.36562	-5.73100	0.02850	0.00000	150.46448	1107.54000	6.59002	44.97401	0.32593	44.97400	0.32593	-5.70800	0.02880	0.00000	230.14467	1250.71000	7.42872	52.75660	0.36103	52.75660	0.36103	-4.67400	0.02830	0.00000	198.56389	8767.30000	22.95801	8767.30000	22.95801	8767.30000	22.95801	0.00000	0.00000	0.00000	191.99792	1930.97000	7.74397	54.53461	0.25214	54.53461	0.25214	-4.85473	0.01896	0.00000	243.72154	1746.91000	11.06896	47.92022	0.35185	47.92022	0.35185	-4.43052	0.01851	0.00000	141.02234	985.47000	9.34500	22.61181	0.26479	22.61181	0.26479	-3.09300	0.01650	0.00000	210.60817	732.57000	7.03314	20.61752	0.24880	20.61752	0.24880	-3.08500	0.02060	0.00000	119.01863	763.19000	8.26764	20.60404	0.32087	20.60404	0.32087	-5.25000	0.02260	0.00000	253.38812	769.27000	8.71878	22.22401	0.33988	22.22401	0.33988	-4.52100	0.02270	0.00000	129.53214	931.13000	8.91028	28.33196	0.34122	28.33196	0.34122	-4.26600	0.02230	0.00000	225.04420	1369.84000	7.89648	43.54566	0.30511	43.54566	0.30511	-5.46400	0.02250	0.00000	231.92271	1271.87000	7.43862	45.35456	0.29892	45.35456	0.29892	-3.35100	0.02340	0.00000	0.00000	1364.57000	6.73981	44.75785	0.26158	44.75785	0.26158	-4.77600	0.02260	0.00000	0.00000	1481.30000	9.25041	52.29813	0.35584	52.29813	0.35584	-2.72700	0.02240	0.00000	-86474409871900211042018276805705728.00000	1304.73000	6.30532	45.80596	0.27611	45.80596	0.27611	-6.59700	0.02550	0.00000	-6557441089332491463950336.00000	628.81000	4.77848	28.12913	0.26834	28.12913	0.26834	-4.18200	0.03270	0.00000	18568685927724576305679939141632.00000	1247.39000	7.32516	44.40654	0.31951	44.40654	0.31951	-5.82500	0.02540	0.00000	4105997665391690367715002877476864.00000	1359.98000	12.74361	48.50017	0.54930	48.50017	0.54930	-5.89300	0.02510	0.00000	-29401317718191704454689141555200.00000	9729.80000	4400.80000	14685.57000	5571.61000
20131229	0934	582.03000	6.93751	15.83136	0.31761	15.83136	0.31761	-6.75600	0.02860	0.00000	150.13826	698.32000	8.47571	22.68421	0.38667	22.68421	0.38667	-5.73100	0.02850	0.00000	229.57857	1099.10000	7.75435	41.53280	0.35748	41.53280	0.35748	-5.70800	0.02880	0.00000	198.13988	1259.42000	7.98145	49.57090	0.36157	49.57090	0.36157	-4.67400	0.02830	0.00000	191.65106	9221.32000	35.28707	9221.32000	35.28707	9221.32000	35.28707	0.00000	0.00000	0.00000	244.33183	1977.39000	9.20641	52.24252	0.27941	52.24252	0.27941	-4.85473	0.01896	0.00000	141.47829	1821.38000	13.59763	46.87468	0.40289	46.87468	0.40289	-4.43052	0.01851	0.00000	211.28058	779.13000	9.37407	15.62741	0.24759	15.62741	0.24759	-3.09300	0.01650	0.00000	119.51248	597.68000	7.80882	14.77032	0.25750	14.77032	0.25750	-3.08500	0.02060	0.00000	253.85860	674.95000	9.15683	16.01355	0.33126	16.01355	0.33126	-5.25000	0.02260	0.00000	130.09158	696.47000	10.29413	18.07049	0.37405	18.07049	0.37405	-4.52100	0.02270	0.00000	225.53793	889.40000	10.50714	24.91964	0.37507	24.91963	0.37507	-4.26600	0.02230	0.00000	232.46783	1361.15000	8.88299	40.27750	0.31993	40.27750	0.31993	-5.46400	0.02250	0.00000	0.00000	1270.16000	7.97461	42.21257	0.29871	42.21257	0.29871	-3.35100	0.02340	0.00000	-nan	1381.74000	7.78668	42.34156	0.28170	42.34156	0.28170	-4.77600	0.02260	0.00000	7749970672662842511806431232.00000	1488.68000	9.42855	49.01360	0.33807	49.01360	0.33807	-2.72700	0.02240	0.00000	7958755198191937455460060233728.00000	1343.06000	7.88647	44.26197	0.32192	44.26197	0.32192	-6.59700	0.02550	0.00000	49362245048245052912986228466384896.00000	695.03000	4.84243	29.68640	0.25347	29.68640	0.25347	-4.18200	0.03270	0.00000	-3518141715133235200.00000	1290.03000	7.22282	43.12662	0.29367	43.12662	0.29367	-5.82500	0.02540	0.00000	13517188181539028684541008019456.00000	1382.19000	10.94778	46.10112	0.43986	46.10112	0.43986	-5.89300	0.02510	0.00000	16314648812219904557056.00000	10462.35000	271.23000	15255.29000	5283.56000
